method,query_id,source,vanilla_correct,method_correct,change,vanilla_truncated,method_truncated,vanilla_tokens,method_tokens
lgsd_64,amc23:bbac3f52c8639878c026e2f5bba5b6259aa35376ae7508468cdade8ffd559214,amc23,True,True,unchanged,False,False,646,1031
lgsd_64,amc23:bbf5acf31a859bf54499461100c1302250813df93895e9bd3cc881f6978d3c66,amc23,True,True,unchanged,False,True,896,10240
lgsd_64,amc23:bc3ba284e49260cf117c0de67d0e8298b140d1b0c85998e84a01813dd192d43a,amc23,True,False,harmed,False,True,4086,10240
lgsd_64,amc23:bd84457f39aebe7edf69e3e6e431e0f47874ef506408cdc941eb5c84f188fad6,amc23,True,True,unchanged,False,True,4539,10240
lgsd_64,amc23:c1ae05ec022f9bcc9a11c1b0edb0195bc2d31aec3895d1580181add8efbbc6e4,amc23,True,True,unchanged,False,True,4649,10240
lgsd_64,amc23:c44d27282e47a9f05c02254b9072913d8f6bb1fb4775890ed8a107143a2ad64a,amc23,True,True,unchanged,False,False,1900,9852
lgsd_64,amc23:cdcb5c95090106c846f9107dac536de34166b84eb21301856adf42f2c399cb37,amc23,True,True,unchanged,False,True,1932,10240
lgsd_64,amc23:d31000037cb3644393d26e571c65e04594f86638450b81264d7afaa99a381424,amc23,True,False,harmed,False,True,4603,10240
lgsd_64,amc23:d4c5dac6893325408eeb74b0c5652ba7a612ce12fc7e93f2e6fe443de951bf4a,amc23,True,True,unchanged,False,False,635,851
lgsd_64,amc23:d529b529d9b906fd26d8434344905f5db7c6951fd28681385a6016dbe63d8b6c,amc23,True,True,unchanged,True,True,10240,10240
lgsd_64,amc23:d8be75e401c85ac9cbb59c23ce5db98a46bcdbc20a3859432d3e6c100c944874,amc23,True,True,unchanged,False,False,1047,4423
lgsd_64,amc23:dabb9bf12135229bbe367565dfc750b0b379dbfe304944b290c68a0a1c1739d8,amc23,True,True,unchanged,False,False,7332,9100
lgsd_64,amc23:e7ac3c84f70d8ebdf9844556c090f20f4b2ebc66506f7d47f19404e1a53dc254,amc23,True,True,unchanged,False,False,823,1672
lgsd_64,amc23:ead36adb680e3bc2f013d37f49c85242ff58e44c43942c0e420bc945062da169,amc23,True,False,harmed,False,True,10054,10240
lgsd_64,amc23:ee87beeb37a38aaf69fbae16f50f1a29b67ba132258875a444b04974a83a1f36,amc23,False,False,unchanged,True,True,10240,10240
lgsd_64,amc23:f3c79f4d3492658c8a6aeeac5dc870c103082e4f69ff6cbdbbe7aabce361c4e5,amc23,True,True,unchanged,False,True,6886,10240
lgsd_64,amc23:f4205ea4b7ccc91f035f07c9dab5a6bea9da1345980c68717b4c5752e2770da7,amc23,True,True,unchanged,False,False,2207,2310
lgsd_64,amc23:f4e4443fc07303023e8a17332db5239a6a6f621983228462e2d6ec8a4a0c588c,amc23,True,True,unchanged,False,False,3354,9542
lgsd_64,amc23:f870fac68b39e70cf099bfb00bc8e209f50e5bf971b2235fae70b8fcef416c6b,amc23,True,True,unchanged,False,False,1367,6310
lgsd_64,amc23:faba8d39ac19933345960f1aa493bc7235efea2deafa91c8567e92887a375579,amc23,True,True,unchanged,False,True,2309,10240
lgsd_64,amc23:fc61934c458afc9cb297c62cbad9d3e1f14c4030c57317b38974c14c851701a6,amc23,True,True,unchanged,False,True,2611,10240
lgsd_64,amc23:fcfec02c358494762790d6a6b4a56b509342ae4aa0f9ae9c61351a83cce7ff96,amc23,True,True,unchanged,False,False,988,999
